name,slug,value,date_of_information,ranking,region
"Zimbabwe","zimbabwe","$1,096,000,000","2020 est.","48","Africa"
"Timor-Leste","timor-leste","$1,022,000,000","2021 est.","49","East and Southeast Asia"
"Bermuda","bermuda","$1,015,000,000","2021 est.","50","North America"
"Cuba","cuba","$985,400,000","2017 est.","51","Central America and the Caribbean"
"Canada","canada","$826,662,000","2021 est.","52","North America"
"Bolivia","bolivia","$802,112,000","2021 est.","53","South America"
"Lithuania","lithuania","$756,476,000","2021 est.","54","Europe"
"Burkina Faso","burkina-faso","$743,232,000","2020 est.","55","Africa"
"Tajikistan","tajikistan","$734,735,000","2021 est.","56","Central Asia"
"Andorra","andorra","$448,869,000","2020 est.","57","Europe"
"Laos","laos","$446,572,000","2021 est.","58","East and Southeast Asia"
"French Polynesia","french-polynesia","$411,963,000","2016 est.","59","Australia and Oceania"
"British Virgin Islands","british-virgin-islands","$362,600,000","2011 est.","60","Central America and the Caribbean"
"Paraguay","paraguay","$311,068,000","2021 est.","61","South America"
"Suriname","suriname","$176,130,000","2021 est.","62","South America"
"Turks and Caicos Islands","turks-and-caicos-islands","$172,709,000","2018 est.","63","Central America and the Caribbean"
"Haiti","haiti","$141,371,000","2021 est.","64","Central America and the Caribbean"
"Jamaica","jamaica","$125,275,000","2021 est.","65","Central America and the Caribbean"
"Eswatini","eswatini","$124,463,000","2021 est.","66","Africa"
"Aruba","aruba","$79,257,000","2021 est.","67","Central America and the Caribbean"
"Burma","burma","$67,720,000","2019 est.","68","East and Southeast Asia"
"Cook Islands","cook-islands","$26,670,000","2005","69","Australia and Oceania"
"Tuvalu","tuvalu","$20,820,000","2021 est.","70","Australia and Oceania"
"Kiribati","kiribati","$20,251,000","2021 est.","71","Australia and Oceania"
"Micronesia, Federated States of","micronesia-federated-states-of","$12,000,000","2017 est.","72","Australia and Oceania"
"Nauru","nauru","$8,406,000","2018 est.","73","Australia and Oceania"
"Comoros","comoros","$6,145,000","2021 est.","74","Africa"
"Vanuatu","vanuatu","$1,893,000","2021 est.","75","Australia and Oceania"
"Puerto Rico","puerto-rico","$0","2017 est.","76","Central America and the Caribbean"
"San Marino","san-marino","$0","2017 est.","77","Europe"
"Marshall Islands","marshall-islands","-$1,182,000","2020 est.","78","Australia and Oceania"
"Saint Lucia","saint-lucia","-$2,289,000","2021 est.","79","Central America and the Caribbean"
"South Sudan","south-sudan","-$6,550,000","2021 est.","80","Africa"
"Montserrat","montserrat","-$15,400,000","2017 est.","81","Central America and the Caribbean"
"Tonga","tonga","-$19,188,000","2021 est.","82","Australia and Oceania"
"Togo","togo","-$20,738,000","2020 est.","83","Africa"
"Anguilla","anguilla","-$23,200,000","2017 est.","84","Central America and the Caribbean"
"Guinea-Bissau","guinea-bissau","-$38,683,000","2020 est.","85","Africa"
"Saint Kitts and Nevis","saint-kitts-and-nevis","-$61,009,000","2021 est.","86","Central America and the Caribbean"
"Palau","palau","-$63,534,000","2021 est.","87","Australia and Oceania"
"Solomon Islands","solomon-islands","-$78,192,000","2021 est.","88","Australia and Oceania"
"Lesotho","lesotho","-$90,886,000","2021 est.","89","Africa"
"Gambia, The","gambia-the","-$94,081,000","2021 est.","90","Africa"
"Sao Tome and Principe","sao-tome-and-principe","-$95,248,000","2021 est.","91","Africa"
"Samoa","samoa","-$118,081,000","2021 est.","92","Australia and Oceania"
"Botswana","botswana","-$122,877,000","2021 est.","93","Africa"
"Eritrea","eritrea","-$137,000,000","2017 est.","94","Africa"
"Seychelles","seychelles","-$154,259,000","2021 est.","95","Africa"
"Belize","belize","-$162,434,000","2021 est.","96","Central America and the Caribbean"
"Central African Republic","central-african-republic","-$163,000,000","2017 est.","97","Africa"
"Dominica","dominica","-$178,763,000","2021 est.","98","Central America and the Caribbean"
"Saint Vincent and the Grenadines","saint-vincent-and-the-grenadines","-$211,643,000","2021 est.","99","Central America and the Caribbean"
"Antigua and Barbuda","antigua-and-barbuda","-$220,871,000","2021 est.","100","Central America and the Caribbean"
"Djibouti","djibouti","-$225,106,000","2021 est.","101","Africa"
"Cabo Verde","cabo-verde","-$256,181,000","2021 est.","102","Africa"
"Benin","benin","-$273,967,000","2020 est.","103","Africa"
"Sierra Leone","sierra-leone","-$275,638,000","2020 est.","104","Africa"
"Grenada","grenada","-$293,776,000","2021 est.","105","Central America and the Caribbean"
"Sint Maarten","sint-maarten","-$294,320,000","2021 est.","106","Central America and the Caribbean"
"Barbados","barbados","-$296,396,000","2017 est.","107","Central America and the Caribbean"
"Nicaragua","nicaragua","-$316,600,000","2021 est.","108","Central America and the Caribbean"
"Bhutan","bhutan","-$321,535,000","2021 est.","109","South Asia"
"Burundi","burundi","-$362,645,000","2018 est.","110","Africa"
"Bulgaria","bulgaria","-$373,660,000","2021 est.","111","Europe"
"Mali","mali","-$379,683,000","2020 est.","112","Africa"
"Iceland","iceland","-$409,262,000","2021 est.","113","Europe"
"North Macedonia","north-macedonia","-$420,178,000","2021 est.","114","Europe"
"Maldives","maldives","-$457,562,000","2021 est.","115","South Asia"
"Somalia","somalia","-$464,000,000","2017 est.","116","Africa"
"Armenia","armenia","-$515,126,000","2021 est.","117","Middle East"
"Montenegro","montenegro","-$540,073,000","2021 est.","118","Europe"
"Bosnia and Herzegovina","bosnia-and-herzegovina","-$557,887,000","2021 est.","119","Europe"
"Chad","chad","-$558,000,000","2017 est.","120","Africa"
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","-$587,407,000","2021 est.","121","Africa"
"Curacao","curacao","-$596,437,000","2021 est.","122","Central America and the Caribbean"
"Fiji","fiji","-$597,290,000","2021 est.","123","Australia and Oceania"
"Liberia","liberia","-$653,403,000","2019 est.","124","Africa"
"New Caledonia","new-caledonia","-$654,237,000","2016 est.","125","Australia and Oceania"
"Estonia","estonia","-$709,328,000","2021 est.","126","Europe"
"Gabon","gabon","-$725,000,000","2017 est.","127","Africa"
"Madagascar","madagascar","-$732,252,000","2021 est.","128","Africa"
"Equatorial Guinea","equatorial-guinea","-$738,000,000","2017 est.","129","Africa"
"Kyrgyzstan","kyrgyzstan","-$743,363,000","2021 est.","130","Central Asia"
"Cayman Islands","cayman-islands","-$763,556,000","2020 est.","131","Central America and the Caribbean"
"Malta","malta","-$804,056,000","2021 est.","132","Europe"
"Mauritania","mauritania","-$807,862,000","2021 est.","133","Africa"
"Kosovo","kosovo","-$818,351,000","2021 est.","134","Europe"
"Uruguay","uruguay","-$1,073,000,000","2021 est.","135","South America"
"Sri Lanka","sri-lanka","-$1,083,000,000","2020 est.","136","South Asia"
"Tanzania","tanzania","-$1,122,000,000","2020 est.","137","Africa"
"Rwanda","rwanda","-$1,209,000,000","2021 est.","138","Africa"
"Namibia","namibia","-$1,210,000,000","2021 est.","139","Africa"
"Honduras","honduras","-$1,222,000,000","2021 est.","140","Central America and the Caribbean"
"Albania","albania","-$1,370,000,000","2021 est.","141","Europe"
"Panama","panama","-$1,412,000,000","2021 est.","142","Central America and the Caribbean"
"El Salvador","el-salvador","-$1,457,000,000","2021 est.","143","Central America and the Caribbean"
"Gaza Strip","gaza-strip","-$1,486,000,000","2021 est.","144","Middle East"
"West Bank","west-bank","-$1,486,000,000","2021 est.","145","Middle East"
"Mauritius","mauritius","-$1,527,000,000","2021 est.","146","Africa"
"Malawi","malawi","-$1,543,000,000","2021 est.","147","Africa"
"Moldova","moldova","-$1,699,000,000","2021 est.","148","Europe"
"Latvia","latvia","-$1,700,000,000","2021 est.","149","Europe"
"Cameroon","cameroon","-$1,795,000,000","2021 est.","150","Africa"
"Niger","niger","-$1,816,000,000","2020 est.","151","Africa"
"Nigeria","nigeria","-$1,849,000,000","2021 est.","152","Africa"
"Georgia","georgia","-$1,937,000,000","2021 est.","153","Middle East"
"Cyprus","cyprus","-$1,957,000,000","2021 est.","154","Europe"
"Cote d'Ivoire","cote-divoire","-$1,974,000,000","2020 est.","155","Africa"
"Guyana","guyana","-$2,087,000,000","2021 est.","156","South America"
"Mongolia","mongolia","-$2,108,000,000","2021 est.","157","East and Southeast Asia"
"Syria","syria","-$2,123,000,000","2017 est.","158","Middle East"
"Costa Rica","costa-rica","-$2,136,000,000","2021 est.","159","Central America and the Caribbean"
"Senegal","senegal","-$2,215,000,000","2018 est.","160","Africa"
"Czechia","czechia","-$2,282,000,000","2021 est.","161","Europe"
"Yemen","yemen","-$2,419,000,000","2016 est.","162","Middle East"
"Bahrain","bahrain","-$2,435,000,000","2018 est.","163","Middle East"
"Ghana","ghana","-$2,541,000,000","2021 est.","164","Africa"
"Bahamas, The","bahamas-the","-$2,592,000,000","2021 est.","165","Central America and the Caribbean"
"Dominican Republic","dominican-republic","-$2,689,000,000","2021 est.","166","Central America and the Caribbean"
"Serbia","serbia","-$2,742,000,000","2021 est.","167","Europe"
"Tunisia","tunisia","-$2,781,000,000","2021 est.","168","Africa"
"Slovakia","slovakia","-$2,875,000,000","2021 est.","169","Europe"
"Sudan","sudan","-$2,886,000,000","2021 est.","170","Africa"
"Lebanon","lebanon","-$2,985,000,000","2021 est.","171","Middle East"
"Portugal","portugal","-$2,987,000,000","2021 est.","172","Europe"
"Afghanistan","afghanistan","-$3,137,000,000","2020 est.","173","South Asia"
"Ukraine","ukraine","-$3,249,000,000","2021 est.","174","Europe"
"Morocco","morocco","-$3,261,000,000","2021 est.","175","Africa"
"Uganda","uganda","-$3,553,000,000","2021 est.","176","Africa"
"Mozambique","mozambique","-$3,601,000,000","2021 est.","177","Africa"
"Vietnam","vietnam","-$3,812,000,000","2021 est.","178","East and Southeast Asia"
"Venezuela","venezuela","-$3,870,000,000","2016 est.","179","South America"
"Jordan","jordan","-$4,030,000,000","2021 est.","180","Middle East"
"Oman","oman","-$4,288,000,000","2021 est.","181","Middle East"
"Turkmenistan","turkmenistan","-$4,359,000,000","2017 est.","182","Central Asia"
"Ethiopia","ethiopia","-$4,507,000,000","2021 est.","183","Africa"
"Poland","poland","-$4,568,000,000","2021 est.","184","Europe"
"Algeria","algeria","-$4,608,000,000","2021 est.","185","Africa"
"Libya","libya","-$4,780,000,000","2020 est.","186","Africa"
"Mexico","mexico","-$4,817,000,000","2021 est.","187","North America"
"Uzbekistan","uzbekistan","-$4,825,000,000","2021 est.","188","Central Asia"
"Peru","peru","-$5,273,000,000","2021 est.","189","South America"
"Nepal","nepal","-$5,363,000,000","2021 est.","190","South Asia"
"Kenya","kenya","-$5,744,000,000","2021 est.","191","Africa"
"Philippines","philippines","-$6,009,000,000","2021 est.","192","East and Southeast Asia"
"Hungary","hungary","-$7,173,000,000","2021 est.","193","Europe"
"Kazakhstan","kazakhstan","-$7,862,000,000","2021 est.","194","Central Asia"
"Thailand","thailand","-$10,345,000,000","2021 est.","195","East and Southeast Asia"
"Pakistan","pakistan","-$12,262,000,000","2021 est.","196","South Asia"
"Cambodia","cambodia","-$12,321,000,000","2021 est.","197","East and Southeast Asia"
"Turkey (Turkiye)","turkey-turkiye","-$13,693,000,000","2021 est.","198","Middle East"
"Greece","greece","-$13,858,000,000","2021 est.","199","Europe"
"New Zealand","new-zealand","-$14,827,000,000","2021 est.","200","Australia and Oceania"
"Bangladesh","bangladesh","-$15,563,000,000","2021 est.","201","South Asia"
"Colombia","colombia","-$17,621,000,000","2021 est.","202","South America"
"Egypt","egypt","-$18,611,000,000","2021 est.","203","Africa"
"Chile","chile","-$20,307,000,000","2021 est.","204","South America"
"Romania","romania","-$20,627,000,000","2021 est.","205","Europe"
"Brazil","brazil","-$27,925,000,000","2021 est.","206","South America"
"India","india","-$33,422,000,000","2021 est.","207","South Asia"
"United Kingdom","united-kingdom","-$62,941,000,000","2021 est.","208","Europe"
"United States","united-states","-$846,354,000,000","2021 est.","209","North America"
