name,slug,value,date_of_information,ranking,region
"Moldova","moldova","$3,902,000,000.000","31 December 2021 est.","111","Europe"
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","$3,467,000,000.000","31 December 2021 est.","112","Africa"
"Cameroon","cameroon","$3,459,000,000.000","31 December 2018 est.","113","Africa"
"El Salvador","el-salvador","$3,426,000,000.000","31 December 2021 est.","114","Central America and the Caribbean"
"Uganda","uganda","$3,359,000,000.000","31 December 2018 est.","115","Africa"
"Armenia","armenia","$3,230,000,000.000","31 December 2021 est.","116","Middle East"
"Sri Lanka","sri-lanka","$3,137,000,000.000","31 December 2021 est.","117","South Asia"
"Ethiopia","ethiopia","$3,046,000,000.000","31 December 2020 est.","118","Africa"
"Kyrgyzstan","kyrgyzstan","$2,983,000,000.000","31 December 2021 est.","119","Central Asia"
"Luxembourg","luxembourg","$2,921,000,000.000","31 December 2021 est.","120","Europe"
"Namibia","namibia","$2,764,000,000.000","31 December 2021 est.","121","Africa"
"Haiti","haiti","$2,759,000,000.000","31 December 2021 est.","122","Central America and the Caribbean"
"Zambia","zambia","$2,754,000,000.000","31 December 2021 est.","123","Africa"
"Tajikistan","tajikistan","$2,499,000,000.000","31 December 2021 est.","124","Central Asia"
"Bahamas, The","bahamas-the","$2,433,000,000.000","31 December 2021 est.","125","Central America and the Caribbean"
"Estonia","estonia","$2,371,000,000.000","31 December 2021 est.","126","Europe"
"Papua New Guinea","papua-new-guinea","$2,339,000,000.000","31 December 2019 est.","127","East and Southeast Asia"
"Madagascar","madagascar","$2,335,000,000.000","31 December 2021 est.","128","Africa"
"Slovenia","slovenia","$2,267,000,000.000","31 December 2021 est.","129","Europe"
"Mauritania","mauritania","$2,039,000,000.000","31 December 2021 est.","130","Africa"
"Montenegro","montenegro","$1,982,000,000.000","31 December 2021 est.","131","Europe"
"Rwanda","rwanda","$1,895,000,000.000","31 December 2021 est.","132","Africa"
"Senegal","senegal","$1,827,000,000.000","31 December 2017 est.","133","Africa"
"Barbados","barbados","$1,673,000,000.000","31 December 2021 est.","134","Central America and the Caribbean"
"Cyprus","cyprus","$1,611,000,000.000","31 December 2021 est.","135","Europe"
"Fiji","fiji","$1,518,000,000.000","31 December 2021 est.","136","Australia and Oceania"
"Aruba","aruba","$1,513,000,000.000","31 December 2021 est.","137","Central America and the Caribbean"
"Guinea","guinea","$1,499,000,000.000","31 December 2020 est.","138","Africa"
"Laos","laos","$1,476,000,000.000","31 December 2021 est.","139","East and Southeast Asia"
"Gabon","gabon","$1,372,000,000.000","31 December 2019 est.","140","Africa"
"Niger","niger","$1,314,000,000.000","31 December 2017 est.","141","Africa"
"Kosovo","kosovo","$1,244,000,000.000","31 December 2021 est.","142","Europe"
"Malta","malta","$1,149,000,000.000","31 December 2021 est.","143","Europe"
"Bhutan","bhutan","$1,056,000,000.000","31 December 2021 est.","144","South Asia"
"Suriname","suriname","$992,257,000.000","31 December 2021 est.","145","South America"
"Congo, Republic of the","congo-republic-of-the","$988,316,000.000","31 December 2019 est.","146","Africa"
"San Marino","san-marino","$954,512,000.000","31 December 2021 est.","147","Europe"
"Yemen","yemen","$946,047,000.000","31 December 2020 est.","148","Middle East"
"Sierra Leone","sierra-leone","$945,908,000.000","31 December 2021 est.","149","Africa"
"Timor-Leste","timor-leste","$934,781,000.000","31 December 2021 est.","150","East and Southeast Asia"
"Gaza Strip","gaza-strip","$872,541,000.000","31 December 2021 est.","151","Middle East"
"West Bank","west-bank","$872,541,000.000","31 December 2021 est.","152","Middle East"
"Zimbabwe","zimbabwe","$838,780,000.000","31 December 2021 est.","153","Africa"
"Maldives","maldives","$805,808,200.000","31 December 2021 est.","154","South Asia"
"Guyana","guyana","$790,785,000.000","31 December 2021 est.","155","South America"
"Lesotho","lesotho","$774,095,000.000","31 December 2019 est.","156","Africa"
"Cabo Verde","cabo-verde","$769,650,000.000","31 December 2021 est.","157","Africa"
"Seychelles","seychelles","$702,585,000.000","31 December 2021 est.","158","Africa"
"Benin","benin","$698,900,000.000","31 December 2017 est.","159","Africa"
"Solomon Islands","solomon-islands","$694,515,000.000","31 December 2021 est.","160","Australia and Oceania"
"Vanuatu","vanuatu","$664,751,000.000","31 December 2021 est.","161","Australia and Oceania"
"Gambia, The","gambia-the","$652,671,000.000","31 December 2021 est.","162","Africa"
"Mali","mali","$647,800,000.000","31 December 2017 est.","163","Africa"
"Malawi","malawi","$594,498,500.000","31 December 2020 est.","164","Africa"
"Djibouti","djibouti","$588,418,000.000","31 December 2021 est.","165","Africa"
"Eswatini","eswatini","$572,281,500.000","31 December 2021 est.","166","Africa"
"Micronesia, Federated States of","micronesia-federated-states-of","$497,434,100.000","31 December 2021 est.","167","Australia and Oceania"
"Saint Lucia","saint-lucia","$433,117,000.000","31 December 2021 est.","168","Central America and the Caribbean"
"Belize","belize","$420,102,800.000","31 December 2021 est.","169","Central America and the Caribbean"
"Syria","syria","$407,300,000.000","31 December 2017 est.","170","Middle East"
"Antigua and Barbuda","antigua-and-barbuda","$367,512,000.000","31 December 2021 est.","171","Central America and the Caribbean"
"Tonga","tonga","$361,812,000.000","31 December 2021 est.","172","Australia and Oceania"
"Guinea-Bissau","guinea-bissau","$356,400,000.000","31 December 2017 est.","173","Africa"
"Central African Republic","central-african-republic","$350,305,000.000","31 December 2019 est.","174","Africa"
"Grenada","grenada","$348,259,000.000","31 December 2021 est.","175","Central America and the Caribbean"
"Liberia","liberia","$340,966,000.000","31 December 2020 est.","176","Africa"
"Saint Kitts and Nevis","saint-kitts-and-nevis","$337,533,000.000","31 December 2021 est.","177","Central America and the Caribbean"
"Comoros","comoros","$329,671,800.000","31 December 2021 est.","178","Africa"
"Saint Vincent and the Grenadines","saint-vincent-and-the-grenadines","$311,903,000.000","31 December 2021 est.","179","Central America and the Caribbean"
"Chad","chad","$310,032,000.000","31 December 2019 est.","180","Africa"
"Samoa","samoa","$294,682,000.000","31 December 2021 est.","181","Australia and Oceania"
"Burundi","burundi","$266,164,000.000","31 December 2021 est.","182","Africa"
"Cayman Islands","cayman-islands","$216,800,000.000","31 December 2020 est.","183","Central America and the Caribbean"
"Eritrea","eritrea","$191,694,400.000","31 December 2019 est.","184","Africa"
"Dominica","dominica","$190,843,000.000","31 December 2021 est.","185","Central America and the Caribbean"
"South Sudan","south-sudan","$183,614,800.000","31 December 2020 est.","186","Africa"
"Sudan","sudan","$177,934,000.000","31 December 2017 est.","187","Africa"
"Togo","togo","$77,800,000.000","31 December 2017 est.","188","Africa"
"Anguilla","anguilla","$76,380,000.000","31 December 2017 est.","189","Central America and the Caribbean"
"Sao Tome and Principe","sao-tome-and-principe","$75,288,000.000","31 December 2020 est.","190","Africa"
"Burkina Faso","burkina-faso","$49,000,000.000","31 December 2017 est.","191","Africa"
"Montserrat","montserrat","$47,580,000.000","31 December 2017 est.","192","Central America and the Caribbean"
"Equatorial Guinea","equatorial-guinea","$40,817,000.000","31 December 2019 est.","193","Africa"
"Somalia","somalia","$30,450,000.000","2014 est.","194","Africa"
"Curacao","curacao","$0.000","31 December 2017 est.","195","Central America and the Caribbean"
"Kiribati","kiribati","$0.000","31 December 2017 est.","196","Australia and Oceania"
"Palau","palau","$0.000","31 December 2017 est.","197","Australia and Oceania"
